구분,유저/ 질문,챗봇/대답
바다,해안 어떤,"울산에 있는 해안은 나사해수욕장, 정자바닷가, 나사해수욕장 등이 있어요!"
바다,해변 어떤,"울산에는 나사해수욕장, 솔개해수욕장, 정자바닷가 등 여러 해변이 있어요!"
계곡,계곡 어떤,"작천정 계곡, 석남사 계곡, 배내골, 철구소 등이 있어요!"
계곡,수영 어떤,"수영에는 계곡이 좋을거 같아요! 계곡은 작천정 계곡, 석남사 계곡, 배내골, 철구소 등이 있어요!"
계곡,물놀이 어떤,"물놀이 하기에는 계곡이 좋을거 같아요! 울산에 계곡에는 작천정 계곡, 배내골, 철구소 등이 있어요!"
계곡,하천 어떤,울산의 여러 하천은 작천정 배내골 철구소 등이 있어요
공원,여가시간 어떤,"여가시간을 보내기에는 공원이 좋을거 같아요! 울산의 공원에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,공원 어떤,"대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,걷기 어떤,"쾌적하게 산책하실수 있는 공원을 추천드릴게요! 울산에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,휴식 어떤,"쉬고 싶으시다면 공원을 추천드려요! 울산의 공원에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
박물관,미술관 어떤,울산 시립미술관이 있어요!
박물관,미술작품 어떤,미술작품을 감상하고 싶으시다면 울산시립미술관이 좋을거 같아요!
박물관,박물관 어떤,"울산박물관, 울산 대곡박물관, 대곡박물관,세계 파충류체험박물관 등이 있어요! "
박물관,유물 어떤,"여러 유물을 보기 위해서는 박물관이 제격이죠!  울산에는 울산박물관, 울산 대곡박물관, 세계 파충류체험박물관 등이 있어요! "
유적지,유적지 어떤,"울산 유적지에는 울주 천전리 각석,울산왜성,언양읍성,반구대 암각화 등이 있어요!"
마을,마을 어떤,"장생포고래문화마을, 쇠평어린이마을 등이 있어요!"
숙박,숙소 어떤,"호텔리버사이드 울산, 롯데호텔 울산, 신라스테이 울산, 호텔현대 바이 라한 울산 등이 있어요!"
숙박,어디서 자? 어떤,"울산에 숙박시설은 호텔리버사이드 울산, 롯데호텔 울산, 신라스테이 울산, 호텔현대 바이 라한 울산 등이 있어요!"
산,산 어떤,"가지산, 고헌산, 신불산, 간월재 억새 군락지, 천황산 등이 있어요!"
산,경치  어떤,"경치가 좋은 곳은 역시 산이죠! 울산의 산은 가지산, 고헌산, 신불산, 간월재 억새 군락지, 천황산 등이 있어요!"
산,산행 어떤,"산행을 할 수 있는 산들을 추천드릴게요! 가지산, 신불산, 천황산 등이 있어요!"
산,운동 어떤,가벼운 산행이 도움이 될거에요. 울산에 있는 여러 산들을 추천드릴게요! 산을 검색해 보세요!
축제,축제 어떤,"울산대공원 장미축제, 울산 썸머 페스티벌, 울산 고래축제, 처용문화제, 태화강 국제 재즈 음악회 등 다양한 축제가 울산에서 열려요~"
축제,경치  어떤,"즐기려면 축제가 딱이죠! 울산에는 울산대공원 장미축제, 울산 썸머 페스티벌, 울산 고래축제, 처용문화제, 태화강 국제 재즈 음악회 등 다양한 축제가 울산에서 열려요~"
축제,행사 어떤,"울산에 열리는 행사들에는 울산대공원 장미축제, 울산 고래축제 등이 있어요!"
맛집,맛집 어떤,"나마스까르, 벨라모티(Bela Moti) , 그라파 피자리아, 버거바앤키친, 옥스스모크앤그릴, 아니마, 스시바하루, 언양기와집불고기, 한마당한우촌, 해월당 등의 맛집이 울산에 있어요~ 근데 저는 배민이나 요기요같은 배달 앱을 자주 이용하는 편이에요  밖에 나가는게 귀찮거든요 ㅎㅎ"
맛집,맛있는거 어떤,"울산에 있는 맛집을 추천드릴게요! 나마스까르, 벨라모티(Bela Moti) , 그라파 피자리아, 버거바앤키친, 옥스스모크앤그릴, 아니마, 스시바하루, 언양기와집불고기, 한마당한우촌, 해월당 등의 맛집이 울산에 있어요~ 근데 집에서 나가기 귀찮을 때는 배민이나 요기요같은 배달 앱을 자주 이용하는 편이에요 ㅎㅎ"
맛집,맛난거 어떤,"울산에 있는 맛집을 추천드릴게요! 나마스까르, 벨라모티(Bela Moti) , 그라파 피자리아, 버거바앤키친, 옥스스모크앤그릴, 아니마, 스시바하루, 언양기와집불고기, 한마당한우촌, 해월당 등의 맛집이 울산에 있어요~ 근데 집에서 나가기 귀찮을 때는 배민이나 요기요같은 배달 앱을 자주 이용하는 편이에요 ㅎㅎ"
맛집,맛있는게 어떤,"울산에 있는 맛집을 추천드릴게요! 나마스까르, 벨라모티(Bela Moti) , 그라파 피자리아, 버거바앤키친, 옥스스모크앤그릴, 아니마, 스시바하루, 언양기와집불고기, 한마당한우촌, 해월당 등의 맛집이 울산에 있어요~ 근데 집에서 나가기 귀찮을 때는 배민이나 요기요같은 배달 앱을 자주 이용하는 편이에요 ㅎㅎ"
맛집,배고파 어떤,배고플땐 맛있는걸 드셔야죠! 울산에 있는 맛집을 추천드릴게요! 언양기와집불고기를 추천드려요! 혹시 집에서 나가기 귀찮으시다면 배민이나 요기요와 같은 배달 앱을 더 추천드려요!
맛집,카페 어떤,"울산의 카페는 라 메르 판지, 농도, AOP, 감마 등이 있어요! "
폭포,폭포 어떤,"울산에 있는 폭포는 파래소폭포, 홍류폭포가 있어요!"
,,
,,
인간,친구 어떤,친구와 함께 철구소에서 같이 노는건 어떨까요?
인간,여자친구 어떤,여자친구와 울산대교 드라이브 후 전망대에서 커피 한 잔 어때요?
인간,남자친구 어떤,남자친구와 함께 간월재 등산은 어때요?
인간,부모님 어떤,공기 좋고 물 좋은 배내골 드라이브 어때요?
인간,아버지 어떤,정자바닷가에서 아버지와 함께 낚시 어때요?
인간,아빠 어떤,정자바닷가에서 아버지와 함께 낚시 어때요?
인간,어머니 어떤,어머니와 함께 조용하고 고즈넉한 농도 카페에서 커피 한 잔 어때요?
,엄마 어떤,어머니와 함께 조용하고 고즈넉한 농도 카페에서 커피 한 잔 어때요?
인간,아들 어떤,아들과 함께 울산대공원 나들이 어때요?
인간,딸 어떤,딸과 울산대공원 나들이 어때요?
인간,누나  어떤,자수정동굴나라에서 나들이 어때요?
인간,언니 어떤,자수정동굴나라에서 나들이 어때요?
인간,형 어떤,철구소에서 시원하게 물놀이 어때요?
인간,오빠 어떤,철구소에서 시원하게 물놀이 어때요?
인간,어린이 어떤,울산과학관은 어때요? 어린이들을 위한 시설이 준비되어 있어요!
인간,청소년 어떤,일산해수욕장에서 수영하는건 어때요?
인간,노인 어떤,"한적하고, 공기 좋은 파래소폭포 구경은 어때요?"
인간,할머니 어떤,"한적하고, 공기 좋은 파래소폭포 구경은 어때요?"
인간,할아버지 어떤,"한적하고, 공기 좋은 파래소폭포 구경은 어때요?"
인간,성인 어떤,어디든 재미있을 거에요.
인간,장년 어떤,어디든 재미있을 거에요.
인간,가족 어떤,바다를 같이 가서 좋은 추억을 쌓아봐요!!
,,
감정,답답  어떤,계곡을 보면 마음이 뻥뚫릴거에요! 계곡을 검색해보세요!
감정,우울  어떤,맛있는걸 드시면서 기분 전환해보시는건 어떨까요? 맛집을 검색해보아요!
감정,짜증  어떤,맛있는걸 먹어보는건 어때요? 맛집이라고 검색해보세요!
감정,갑갑  어떤,계곡에 가셔서 시원한 기분을 느껴보시는건 어떨까요? 계곡을 검색해보세요!
감정,화남  어떤,산을 다니면서 마음을 다스려 보는건 어떨까요? 산을 검색해보세요!
감정,억울  어떤,넓은 바다를 보며 억울한 감정을 풀어보는건 어떨까요? 바다를 검색해봐요!
감정,불안  어떤,박물관에서 다양한 것들을 보면 불안이 사라지지 않을까요? 박물관을 찾아봐요!
감정,기쁨  어떤,맛있는 것을 먹으면서 기쁨을 같이 나누는건 어떨까요? 맛집을 검색해보세요!
감정,불쾌  어떤,맛있는것을 먹으면 불쾌함이 풀리지 않을까요? 맛집을 찾아드릴게요! 검색해보세요!
감정,걱정  어떤,유적지에서 여러 문물을 보시며 걱정을 잠재워보는 건 어떨까요? 유적지를 검색해보세요!
감정,자괴감  어떤,맛있는것들 먹으면서 생각을 환기시켜 보아요 여러 맛집들을 추천해드릴게요! 검색해봐요
감정,걱정  어떤,바다를 보러 가는건 어떨까요? 여러 해변들을 추천드릴수 있어요! 바다를 검색해봐요!
감정,절망  어떤,산으로 가서 기분을 환기시켜 보는건 어떨까요? 산을 검색해 봐요
감정, 배고픔  어떤,배고플땐 맛있는걸 먹어야겠죠? 맛집을 찾아봐요
감정, 졸림 어떤,졸리신가요? 가까운 공원에서 휴식을 취해보시는건 어떨까요? 공원을 검색해보세요
감정, 졸려  어떤,졸리신가요? 가까운 공원에서 휴식을 취해보시는건 어떨까요? 공원을 검색해보세요
감정, 더움  어떤,더울땐 계곡에서 시원하게 물놀이 한번 하시는건 어떨까요? 계곡을 추천드릴게요!
감정, 더워  어떤,더울땐 계곡에서 시원하게 물놀이 한번 하시는건 어떨까요? 계곡을 추천드릴게요!
감정,꿀꿀 어떤,꿀꿀하신가요? 맛있는 음식을 드시면서 기분을 푸는건 어떨까요? 맛집을 검색해봐요!
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
(울산  O 질문 : 있니?),,
바다,"울산 시원 있니,있냐,있어,있노","시원한게 보고싶으신가요? 바다를 추천드려요! 울산에는 슬도, 주전몽돌해변, 나사 해수욕장, 강동몽돌해변,솔개해수욕장, 정자바닷가 등이 있어요!"
바다,"울산 해수욕장 있니,있냐,있어,있노","울산의 해수욕장은 나사해수욕장, 솔개해수욕장, 정자바닷가 등이 있어요!"
바다,"울산 바닷가 있니,있냐,있어,있노","울산의 바닷가는 주전몽돌해변, 나사해수욕장, 강동몽돌해변, 솔개해수욕장 등이 있어요!"
바다,"울산 해안 있니,있냐,있어,있노","울산에 있는 해안은 나사해수욕장, 정자바닷가, 나사해수욕장 등이 있어요!"
바다,"울산 해변 있니,있냐,있어,있노","울산에는 나사해수욕장, 솔개해수욕장, 정자바닷가 등 여러 해변이 있어요!"
계곡,"울산 계곡 있니,있냐,있어,있노","작천정 계곡, 석남사 계곡, 배내골, 철구소 등이 있어요!"
계곡,"울산 수영 있니,있냐,있어,있노","수영에는 계곡이 좋을거 같아요! 계곡은 작천정 계곡, 석남사 계곡, 배내골, 철구소 등이 있어요!"
계곡,"울산 물놀이 있니,있냐,있어,있노","물놀이 하기에는 계곡이 좋을거 같아요! 울산에 계곡에는 작천정 계곡, 배내골, 철구소 등이 있어요!"
계곡,"울산 하천 있니,있냐,있어,있노",울산의 여러 하천은 작천정 배내골 철구소 등이 있어요
공원,"울산 여가시간 있니,있냐,있어,있노","여가시간을 보내기에는 공원이 좋을거 같아요! 울산의 공원에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,"울산 공원 있니,있냐,있어,있노","대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,"울산 걷기 있니,있냐,있어,있노","쾌적하게 산책하실수 있는 공원을 추천드릴게요! 울산에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
공원,"울산 휴식 있니,있냐,있어,있노","쉬고 싶으시다면 공원을 추천드려요! 울산의 공원에는 대왕암 공원, 태화강 국가정원, 울산대공원, 학성공원, 공룡발자국공원, 간월재억새군락지, 십리대밭 등이 있어요!"
박물관,"울산 미술관 있니,있냐,있어,있노",울산 시립미술관이 있어요!
박물관,"울산 미술작품 있니,있냐,있어,있노",미술작품을 감상하고 싶으시다면 울산시립미술관이 좋을거 같아요!
박물관,"울산 박물관 있니,있냐,있어,있노","울산박물관, 울산 대곡박물관, 대곡박물관,세계 파충류체험박물관 등이 있어요! "
박물관,"울산 유물 있니,있냐,있어,있노","여러 유물을 보기 위해서는 박물관이 제격이죠!  울산에는 울산박물관, 울산 대곡박물관, 세계 파충류체험박물관 등이 있어요! "
